Location,Property subtype,Price,Number of bedrooms,Living area,Open fireplace,Terrace,Garden,Surface area land,Number of facades,Pool,Condition
Borgloon,HOUSE,244048.0,4.0,136.0,0,1,0,154.0,2,0,1
Brugge,HOUSE,529000.0,4.0,200.0,0,0,0,130.0,2,0,0
Lommel,HOUSE,369000.0,3.0,287.0,0,0,1,939.0,4,0,0
Overpelt,VILLA,439000.0,6.0,320.0,0,0,1,1057.0,3,0,0
Lommel,MIXED_USE_BUILDING,369000.0,3.0,287.0,0,0,1,939.0,4,0,0
Lommel,HOUSE,449000.0,4.0,252.0,0,0,1,629.0,4,0,0
NEERPELT,HOUSE,519000.0,3.0,175.0,0,0,1,3980.0,4,0,0
Lommel,HOUSE,299000.0,3.0,132.0,0,0,1,1019.0,4,0,1
ZWARTBERG,HOUSE,219000.0,3.0,121.0,0,0,1,334.0,2,0,1
Overpelt,HOUSE,439000.0,6.0,320.0,0,0,1,1057.0,3,0,0
Hasselt,HOUSE,449000.0,2.0,200.0,0,1,1,4301.0,4,0,0
Vilvoorde,HOUSE,299000.0,3.0,144.0,0,0,0,96.0,3,0,0
Heusden-Zolder,VILLA,825000.0,3.0,349.0,0,1,1,1170.0,4,0,0
Meux,HOUSE,280000.0,4.0,150.0,0,1,0,786.0,4,0,0
Harelbeke,VILLA,275000.0,3.0,218.0,0,0,0,536.0,4,0,0
Turnhout,HOUSE,259000.0,3.0,140.0,0,0,1,90.0,2,0,1
Wijnegem,HOUSE,250000.0,1.0,150.0,0,0,0,260.0,2,0,1
Beauvechain,HOUSE,320000.0,4.0,150.0,0,0,1,400.0,3,0,1
Lendelede,HOUSE,351805.0,3.0,160.0,0,0,0,484.0,3,0,1
Kuurne,HOUSE,401244.0,3.0,187.0,0,0,0,410.0,3,0,1
Ardooie,HOUSE,539114.0,4.0,245.0,0,0,0,1025.0,4,0,1
Roeselare,HOUSE,448589.0,3.0,177.0,0,0,0,640.0,4,0,1
Mechelen,HOUSE,530000.0,3.0,215.0,0,1,1,575.0,3,0,0
Mettet,HOUSE,90000.0,2.0,70.0,0,0,0,269.0,4,0,1
Hoeilaart,MIXED_USE_BUILDING,279000.0,0.0,218.0,0,0,0,128.0,3,0,1
Blankenberge,HOUSE,595000.0,4.0,272.0,0,0,1,465.0,2,0,0
Beernem,HOUSE,355000.0,5.0,260.0,0,0,1,382.0,3,0,1
Balen,HOUSE,299000.0,3.0,196.0,1,0,0,1485.0,4,0,0
Middelkerke,HOUSE,289000.0,3.0,122.0,0,0,1,110.0,2,0,1
Westerlo,HOUSE,495000.0,3.0,319.0,0,0,0,750.0,4,1,0
Merchtem,HOUSE,329000.0,3.0,130.0,0,0,1,356.0,2,0,1
Oret,HOUSE,180000.0,3.0,168.0,0,0,1,550.0,3,0,1
Temse,HOUSE,275000.0,4.0,160.0,0,1,1,340.0,2,0,0
Paliseul,HOUSE,130000.0,4.0,250.0,0,0,0,1750.0,4,0,1
Trois-ponts,HOUSE,395000.0,4.0,200.0,0,1,1,577.0,4,0,0
Gistel,HOUSE,419000.0,4.0,260.0,0,0,0,399.0,3,0,1
Dadizele,HOUSE,179000.0,4.0,130.0,0,1,1,330.0,3,0,1
Aiseau-Presles Pontde-Loup,HOUSE,200000.0,3.0,115.0,0,1,1,440.0,3,0,0
Herentals,HOUSE,235000.0,3.0,127.0,0,1,0,387.0,3,0,1
Charleroi,HOUSE,146000.0,4.0,207.0,0,0,0,160.0,2,0,1
Aubechies,HOUSE,95000.0,3.0,105.0,0,0,0,659.0,2,0,1
FRANCORCHAMPS,HOUSE,255000.0,4.0,112.0,0,1,1,1552.0,3,0,0
Waterloo,VILLA,895000.0,5.0,205.0,1,1,1,1036.0,4,0,0
Fléron,HOUSE,234900.0,5.0,165.0,0,1,0,130.0,4,0,1
Braine-le-ChÃteau,HOUSE,180000.0,2.0,100.0,0,0,1,500.0,4,0,1
Heusy,HOUSE,225000.0,4.0,106.0,0,1,1,1122.0,2,0,0
Burcht,HOUSE,235000.0,3.0,121.0,0,0,1,108.0,2,0,0
Braine-l'Alleud,HOUSE,180000.0,2.0,100.0,0,0,1,500.0,4,0,1
Anderlues,HOUSE,170000.0,3.0,147.0,0,0,0,300.0,3,0,1
Dentergem,HOUSE,393000.0,3.0,204.0,0,0,0,677.0,3,0,1
Mariakerke,VILLA,599000.0,4.0,237.0,1,0,1,658.0,4,0,1
Céroux-Mousty,HOUSE,310000.0,4.0,120.0,0,0,0,975.0,3,0,1
Kortrijk,HOUSE,310000.0,4.0,325.0,0,0,0,232.0,2,0,1
Wenduine,HOUSE,625000.0,4.0,208.0,0,1,1,418.0,4,0,0
Heist-op-den-Berg,HOUSE,229000.0,2.0,125.0,0,0,0,335.0,3,0,1
Wezembeek-Oppem,HOUSE,920000.0,6.0,428.0,0,1,0,766.0,2,0,0
Dilbeek,HOUSE,498000.0,5.0,232.0,1,1,1,348.0,2,0,0
GrÃce-Hollogne,HOUSE,395000.0,4.0,130.0,0,1,1,795.0,4,0,0
Bornem,HOUSE,280000.0,3.0,165.0,0,0,1,374.0,3,0,1
Sommière,HOUSE,290000.0,4.0,600.0,0,0,1,5500.0,3,0,1
Soumagne,HOUSE,299000.0,3.0,111.0,0,1,1,543.0,3,0,0
Ninove,HOUSE,279000.0,4.0,182.0,0,0,1,137.0,2,0,0
Turnhout,HOUSE,279000.0,2.0,140.0,0,1,1,311.0,2,0,0
Harelbeke,HOUSE,210000.0,4.0,170.0,0,1,0,170.0,2,0,0
Geraardsbergen,HOUSE,298000.0,5.0,200.0,0,1,1,538.0,3,0,0
Damme,HOUSE,680000.0,2.0,261.0,0,1,0,2039.0,4,0,0
Geel,HOUSE,324000.0,4.0,212.0,0,1,0,1415.0,4,0,1
Malmedy,HOUSE,379000.0,4.0,216.0,0,1,1,533.0,3,0,0
Ensival,HOUSE,175000.0,5.0,269.0,0,0,1,320.0,2,0,1
CARNIERES,HOUSE,129000.0,4.0,167.0,0,1,0,250.0,2,0,1
Zemst Eppegem,VILLA,449000.0,3.0,128.0,0,1,0,570.0,4,0,0
Heist-op-den-Berg,HOUSE,379000.0,3.0,191.0,0,1,0,1577.0,4,0,1
Berlaar,HOUSE,135000.0,2.0,36.0,0,0,0,255.0,2,0,1
Bornem,HOUSE,325000.0,4.0,120.0,0,1,1,1098.0,3,0,1
Aartselaar,HOUSE,395000.0,3.0,185.0,0,1,0,192.0,2,0,1
Keerbergen,HOUSE,535000.0,3.0,134.0,0,1,0,1719.0,4,0,0
Liege,VILLA,385000.0,3.0,140.0,0,1,1,1158.0,4,0,0
Turnhout,HOUSE,229000.0,3.0,132.0,0,1,0,104.0,2,0,1
Leuze-En-Hainaut,MIXED_USE_BUILDING,195000.0,6.0,150.0,0,0,0,149.0,2,0,1
Jumet,HOUSE,199900.0,3.0,172.0,0,1,1,666.0,4,1,1
Luingne,HOUSE,199500.0,3.0,100.0,0,1,0,275.0,3,0,0
Lanaye,HOUSE,215000.0,2.0,102.0,0,1,1,79.0,2,0,0
La Louvière Houdeng-Aimeries,MANSION,290000.0,3.0,220.0,0,0,0,3264.0,4,0,1
Verviers Stembert,HOUSE,185000.0,3.0,151.0,0,1,1,197.0,2,0,0
Villers-la-Ville,HOUSE,495000.0,4.0,225.0,0,1,1,1950.0,4,0,0
Wavre,HOUSE,375000.0,4.0,275.0,0,1,0,712.0,4,0,1
Ternat,HOUSE,295000.0,3.0,230.0,0,1,0,1091.0,4,0,1
Gent,MANSION,2600000.0,5.0,621.0,0,1,1,1438.0,2,0,0
Aalst,HOUSE,365000.0,4.0,200.0,0,0,0,242.0,2,0,0
Antwerp,MIXED_USE_BUILDING,379000.0,3.0,182.0,0,1,0,55.0,2,0,0
Stabroek,MIXED_USE_BUILDING,275000.0,3.0,240.0,0,1,0,299.0,2,0,1
Geraardsbergen,HOUSE,139000.0,3.0,130.0,0,1,1,194.0,3,0,1
Ohey,HOUSE,360000.0,6.0,371.0,0,1,0,290.0,4,0,1
Zaventem,HOUSE,389000.0,3.0,142.0,0,1,1,550.0,4,0,0
Brugge,HOUSE,419000.0,3.0,177.0,0,1,1,268.0,2,0,0
Lede,HOUSE,295000.0,2.0,170.0,0,1,0,467.0,3,0,1
Bruxelles,MIXED_USE_BUILDING,725000.0,6.0,377.0,0,0,0,126.0,2,0,1
Anderlecht,MIXED_USE_BUILDING,725000.0,6.0,377.0,0,0,0,126.0,2,0,1
Moresnet,HOUSE,301202.0,3.0,152.0,0,0,0,550.0,3,0,1
Moresnet,HOUSE,301026.0,3.0,153.0,0,0,0,549.0,3,0,1
Moresnet,HOUSE,301026.0,3.0,153.0,0,0,0,546.0,3,0,1
Merksem,HOUSE,379900.0,3.0,200.0,0,1,0,133.0,2,0,0
Aalst,HOUSE,269000.0,3.0,144.0,0,1,1,249.0,2,0,1
Ham,HOUSE,219000.0,3.0,211.0,0,0,0,1965.0,3,0,1
Waterloo,VILLA,435000.0,2.0,115.0,0,1,0,773.0,4,0,0
Oostende,HOUSE,569000.0,4.0,160.0,0,1,1,160.0,2,0,0
Denderleeuw,HOUSE,450000.0,5.0,240.0,0,1,0,432.0,3,0,0
Jemeppe,HOUSE,94000.0,2.0,97.0,0,0,1,157.0,2,0,1
Glabbeek Attenrode,HOUSE,375000.0,3.0,158.0,0,1,0,430.0,3,0,0
Jemeppe-sur-Sambre,VILLA,399000.0,3.0,126.0,0,0,0,880.0,4,0,1
Oud-Turnhout,VILLA,2950000.0,5.0,475.0,0,1,0,4500.0,4,1,1
Dilbeek,HOUSE,549000.0,4.0,222.0,0,1,0,1032.0,4,0,0
Antwerp,HOUSE,299000.0,5.0,345.0,0,0,0,160.0,2,0,0
Seraing Boncelles,HOUSE,180000.0,2.0,139.0,0,0,1,192.0,3,0,1
Lommel,HOUSE,199000.0,3.0,124.0,0,0,1,560.0,4,0,1
Sint-Truiden,HOUSE,395000.0,4.0,241.0,0,0,1,776.0,4,0,1
Humbeek,HOUSE,220000.0,2.0,102.0,0,0,0,180.0,4,0,1
Deurne,HOUSE,319000.0,3.0,170.0,0,0,1,141.0,2,0,1
Uccle,HOUSE,399000.0,3.0,88.0,0,1,0,53.0,2,0,0
Gellik,HOUSE,389000.0,4.0,250.0,1,0,1,828.0,4,0,1
Gellik,HOUSE,285000.0,3.0,130.0,0,0,1,434.0,3,0,0
Lessines,HOUSE,139000.0,4.0,149.0,0,0,0,120.0,3,0,0
Hamme,HOUSE,249000.0,4.0,150.0,0,0,0,195.0,2,0,1
Overijse,VILLA,675000.0,4.0,170.0,1,1,1,2216.0,4,1,0
Turnhout,HOUSE,498000.0,4.0,309.0,0,1,1,1375.0,4,0,0
Vosselaar,HOUSE,369000.0,3.0,216.0,0,1,1,624.0,4,0,0
Halanzy,HOUSE,159000.0,3.0,103.0,0,1,0,545.0,3,0,1
Willebroek,VILLA,570000.0,2.0,152.0,0,0,1,594.0,4,0,0
Sint-Katelijne-Waver,HOUSE,625000.0,5.0,237.0,0,0,1,1090.0,4,0,0
Deurne,HOUSE,285000.0,3.0,316.0,0,0,1,150.0,2,0,1
SINT-TRUIDEN,HOUSE,159000.0,2.0,103.0,0,0,0,286.0,2,0,1
Landen,HOUSE,139000.0,3.0,134.0,0,0,0,399.0,2,0,1
AWAN,HOUSE,550000.0,4.0,200.0,0,0,0,2108.0,3,0,0
Embourg,HOUSE,1800000.0,4.0,185.0,1,0,1,6359.0,4,0,0
Dessel,HOUSE,310000.0,3.0,164.0,0,1,1,563.0,4,0,0
Diepenbeek,HOUSE,289900.0,3.0,140.0,0,1,1,1314.0,4,0,0
Vosselaar,VILLA,620000.0,6.0,448.0,0,1,1,448.0,4,1,0
Floreffe,HOUSE,165000.0,2.0,120.0,0,0,0,700.0,3,0,1
Brasschaat,VILLA,2849000.0,5.0,650.0,1,1,1,5732.0,4,1,1
Maldegem,HOUSE,580000.0,6.0,427.0,0,1,0,2414.0,4,0,1
HECHTEL,MIXED_USE_BUILDING,249000.0,4.0,220.0,0,0,1,1130.0,4,0,1
HECHTEL,HOUSE,249000.0,4.0,220.0,0,0,1,1130.0,4,0,1
Beerse,HOUSE,450000.0,4.0,247.0,0,1,0,800.0,4,0,0
Kuurne,HOUSE,289000.0,4.0,223.0,0,0,0,184.0,2,0,0
Kortemark,HOUSE,299000.0,3.0,134.0,0,0,0,992.0,4,0,0
Geraardsbergen,HOUSE,370000.0,4.0,193.0,0,1,1,758.0,4,0,0
Meulebeke,HOUSE,318000.0,4.0,192.0,0,0,1,420.0,2,0,1
Oostrozebeke,VILLA,450000.0,4.0,200.0,0,0,0,540.0,4,0,1
VOROUX-GOREUX,HOUSE,495000.0,5.0,365.0,1,1,1,1000.0,4,0,0
Dentergem,HOUSE,595000.0,3.0,191.0,0,1,1,1028.0,4,0,0
Dentergem,HOUSE,422000.0,4.0,180.0,0,1,1,554.0,3,0,0
Dentergem,HOUSE,430000.0,4.0,193.0,0,1,1,536.0,3,0,0
Uccle,HOUSE,480000.0,3.0,174.0,0,1,0,320.0,2,0,0
PEUTIE,MIXED_USE_BUILDING,1295000.0,6.0,474.0,0,1,0,246.0,3,0,1
Landen,HOUSE,199000.0,4.0,191.0,0,0,1,271.0,4,0,1
Hombeek,HOUSE,668000.0,4.0,245.0,0,1,1,939.0,4,0,0
Dottignies,HOUSE,145000.0,3.0,150.0,0,1,0,9.0,2,0,1
VELAINES,MANSION,450000.0,4.0,455.0,0,1,0,3870.0,4,0,1
Nivelles,HOUSE,220000.0,2.0,82.0,0,1,0,45.0,2,0,0
LE ROUX,VILLA,645000.0,5.0,325.0,0,1,1,2500.0,4,0,1
Aalst,HOUSE,260000.0,2.0,155.0,1,1,0,645.0,3,0,0
Roux,HOUSE,145000.0,3.0,128.0,0,1,0,236.0,2,0,1
Ham-sur-Heure,VILLA,345000.0,3.0,189.0,1,1,0,1554.0,4,0,1
Tinlot,HOUSE,299000.0,3.0,180.0,0,1,1,700.0,3,0,0
Dour,HOUSE,156800.0,2.0,127.0,0,1,1,100.0,2,0,0
Bruxelles,MIXED_USE_BUILDING,595000.0,3.0,198.0,0,1,0,313.0,3,0,0
Lier,HOUSE,350000.0,5.0,180.0,0,0,0,94.0,2,0,0
Braine-l'Alleud,HOUSE,476000.0,3.0,146.0,0,1,1,320.0,3,0,1
Wauthier-Braine,HOUSE,476000.0,3.0,146.0,0,1,1,320.0,3,0,1
Braine-l'Alleud,HOUSE,265000.0,2.0,80.0,0,1,1,291.0,3,0,1
Kortrijk,VILLA,1250000.0,7.0,716.0,0,1,0,2770.0,4,0,0
Liège,HOUSE,140000.0,4.0,130.0,0,0,0,60.0,2,0,1
Montzen,HOUSE,189000.0,3.0,130.0,0,0,0,100.0,2,0,0
Zwevegem,HOUSE,349500.0,3.0,154.0,0,0,0,549.0,4,0,1
Vivegnis,HOUSE,168000.0,1.0,61.0,0,0,0,230.0,4,0,1
Nieuwpoort,HOUSE,269000.0,4.0,136.0,0,0,0,136.0,2,0,1
Oreye,VILLA,310000.0,4.0,187.0,1,1,1,901.0,4,0,0
Plombieres,MIXED_USE_BUILDING,585000.0,4.0,275.0,0,0,0,850.0,3,0,0
St-Michiels,HOUSE,297500.0,3.0,126.0,0,1,0,385.0,3,0,0
Koningsloo,HOUSE,495000.0,3.0,180.0,0,1,1,180.0,2,0,0
Hastière-Lavaux,HOUSE,56000.0,2.0,40.0,0,1,0,320.0,4,0,0
Perwez,HOUSE,150000.0,3.0,125.0,0,0,0,460.0,2,0,1
Liege,HOUSE,165000.0,3.0,142.0,0,1,0,105.0,2,0,1
Braine-le-Comte,HOUSE,210000.0,3.0,120.0,0,1,1,796.0,3,0,1
Rixensart,HOUSE,450000.0,4.0,160.0,0,0,1,174.0,2,0,0
Adegem,VILLA,530000.0,3.0,260.0,0,1,0,991.0,4,0,1
Etterbeek,HOUSE,950000.0,5.0,400.0,0,1,1,258.0,2,0,1
Beersel,HOUSE,299000.0,4.0,175.0,0,1,0,41.0,2,0,0
Beersel Lot,HOUSE,299000.0,4.0,175.0,0,1,0,41.0,2,0,0
Verviers,HOUSE,239000.0,3.0,110.0,1,1,1,153.0,2,0,0
Châtelet,HOUSE,279000.0,3.0,200.0,1,1,1,385.0,3,0,0
Warnant-Dreye,HOUSE,260000.0,2.0,180.0,0,1,1,2470.0,3,0,1
Cambron-Casteau,HOUSE,125000.0,2.0,109.0,0,0,0,812.0,3,0,1
Bastogne,HOUSE,630000.0,5.0,254.0,0,1,0,785.0,3,0,0
Woluwe-Saint-Pierre,HOUSE,1090000.0,5.0,260.0,0,0,1,205.0,2,0,0
Woluwe-Saint-Pierre,VILLA,1250000.0,4.0,193.0,0,1,0,881.0,4,0,0
Braine-l'Alleud,HOUSE,379000.0,4.0,170.0,1,1,0,340.0,4,0,0
La Hestre,HOUSE,155000.0,2.0,108.0,0,0,1,115.0,2,0,0
Anderlecht,HOUSE,799000.0,5.0,385.0,1,1,1,218.0,3,0,0
Beerse,HOUSE,345000.0,3.0,277.0,0,1,0,413.0,4,0,0
Grobbendonk,VILLA,699000.0,4.0,372.0,0,0,1,2853.0,4,1,0
Borgerhout,HOUSE,230000.0,4.0,163.0,0,0,1,72.0,2,0,1
HÉRINNES,VILLA,535000.0,4.0,370.0,0,1,1,2151.0,4,0,1
AYE,HOUSE,259000.0,2.0,94.0,0,0,1,693.0,4,0,1
Kapellen,HOUSE,775000.0,3.0,200.0,0,1,1,926.0,4,1,0
Erquelinnes,HOUSE,135000.0,3.0,108.0,0,0,1,130.0,2,0,0
Morlanwelz,HOUSE,195000.0,3.0,220.0,0,1,1,35.0,3,0,0
Wijtschate,HOUSE,115000.0,4.0,139.0,0,0,1,170.0,2,0,1
Schelle,HOUSE,375000.0,3.0,204.0,0,1,1,186.0,2,0,0
Tongerlo,HOUSE,560000.0,6.0,306.0,0,0,0,2048.0,4,0,1
Willebroek,HOUSE,249000.0,2.0,115.0,0,1,0,80.0,3,0,0
Ganshoren,HOUSE,399000.0,5.0,172.0,0,1,0,100.0,2,0,0
Braives,MIXED_USE_BUILDING,199000.0,3.0,206.0,0,1,1,510.0,2,0,0
Onze-Lieve-Vrouw-Waver,HOUSE,289000.0,4.0,225.0,0,0,0,572.0,4,0,1
SINT-GILLIS-DENDERMONDE,HOUSE,199000.0,3.0,146.0,1,0,1,300.0,2,0,1
Mortsel,HOUSE,384500.0,3.0,190.0,0,0,1,175.0,2,0,0
Mortsel,HOUSE,249000.0,3.0,125.0,0,0,1,50.0,2,0,1
Mortsel,HOUSE,325000.0,3.0,246.0,0,1,0,100.0,2,0,1
Sprimont,HOUSE,245000.0,3.0,120.0,0,1,1,231.0,2,0,0
Holsbeek,HOUSE,390000.0,3.0,125.0,0,1,1,547.0,3,0,0
Liege,HOUSE,280000.0,2.0,107.0,0,1,0,105.0,2,0,1
Angleur,HOUSE,319000.0,3.0,180.0,1,1,1,233.0,2,0,1
KWAADMECHELEN,HOUSE,199000.0,2.0,107.0,0,0,1,236.0,2,0,0
Turnhout,HOUSE,209000.0,3.0,160.0,0,0,0,90.0,2,0,1
SPA,HOUSE,260000.0,3.0,103.0,0,1,1,131.0,2,0,0
Niel,HOUSE,264000.0,3.0,133.0,0,0,1,250.0,2,0,1
Rumst,HOUSE,795000.0,5.0,300.0,1,1,1,268.0,3,0,0
Steenokkerzeel,HOUSE,475000.0,4.0,196.0,0,1,1,298.0,3,0,1
Kraainem,HOUSE,560000.0,3.0,147.0,0,0,1,835.0,3,0,1
SINT-GILLIS-WAAS,HOUSE,395000.0,3.0,168.0,0,0,1,697.0,4,0,1
MEUX,HOUSE,325000.0,5.0,260.0,0,0,1,3087.0,4,0,0
Merbes-le-Chateau,MANSION,475000.0,7.0,500.0,0,1,1,1730.0,4,1,0
Moorsele,HOUSE,249000.0,3.0,192.0,0,0,0,251.0,2,0,0
Ieper,HOUSE,159000.0,4.0,140.0,0,1,1,240.0,2,0,1
Temse,HOUSE,309000.0,3.0,144.0,0,1,1,125.0,2,0,0
Beringen,HOUSE,350000.0,3.0,166.0,0,1,1,711.0,4,0,0
Beringen,HOUSE,199000.0,5.0,189.0,0,0,1,607.0,3,0,1
Knokke,VILLA,1645000.0,6.0,300.0,0,0,0,410.0,4,0,1
Hornu,HOUSE,86000.0,2.0,114.0,0,0,1,150.0,4,0,1
Ciney,HOUSE,190000.0,2.0,165.0,0,0,0,185.0,2,0,0
Gullegem,HOUSE,249000.0,3.0,205.0,0,0,0,200.0,3,0,1
Hasselt,HOUSE,575000.0,4.0,318.0,0,0,0,230.0,2,0,1
Sint-Katelijne-Waver,VILLA,625000.0,3.0,230.0,0,0,0,1140.0,4,0,0
Bruxelles,MANSION,1820000.0,4.0,635.0,0,1,1,360.0,2,0,1
Meerdonk,HOUSE,392000.0,3.0,198.0,0,0,0,350.0,4,0,0
Namur,HOUSE,499000.0,3.0,293.0,1,1,1,372.0,2,0,1
Meerbeke,HOUSE,358000.0,3.0,123.0,0,1,1,528.0,4,0,0
St-Andries,HOUSE,425000.0,3.0,379.0,1,1,0,309.0,2,0,0
Jambes,HOUSE,499000.0,3.0,293.0,1,1,1,372.0,2,0,1
Orgeo,HOUSE,199000.0,3.0,119.0,0,1,1,267.0,3,0,1
Tilff,VILLA,597000.0,7.0,290.0,0,1,1,1059.0,4,1,0
Deerlijk,HOUSE,295000.0,4.0,173.0,0,0,0,345.0,3,0,0
Manage,HOUSE,213000.0,3.0,250.0,0,0,1,325.0,3,0,1
Gentbrugge,HOUSE,264000.0,2.0,113.0,0,1,0,65.0,2,0,0
Hoeilaart,HOUSE,525000.0,4.0,167.0,0,1,1,301.0,3,0,0
Schaerbeek,MANSION,950000.0,3.0,330.0,0,1,1,123.0,2,0,0
JUPILLE-SUR-MEUSE,VILLA,360000.0,4.0,190.0,0,0,0,415.0,3,0,0
Wijnegem,HOUSE,375000.0,4.0,154.0,0,1,1,263.0,2,0,0
Henripont,HOUSE,200000.0,3.0,124.0,0,0,0,283.0,2,0,0
Mol,HOUSE,385000.0,3.0,170.0,0,1,1,387.0,4,0,0
Herzele,HOUSE,315000.0,3.0,286.0,0,1,1,295.0,3,0,0
Mouscron,HOUSE,188000.0,3.0,162.0,0,1,0,204.0,3,0,0
Grimbergen,VILLA,785000.0,5.0,345.0,0,0,0,791.0,4,0,0
Marchienne-au-Pont,HOUSE,109999.0,3.0,184.0,0,1,1,720.0,2,0,1
Bièvre Graide,HOUSE,370000.0,3.0,377.0,0,1,0,4747.0,3,0,1
Herzele,HOUSE,425000.0,3.0,269.0,0,1,1,5860.0,4,0,0
Geraardsbergen,HOUSE,133000.0,3.0,150.0,0,1,0,50.0,2,0,0
Roux,HOUSE,249000.0,3.0,159.0,0,1,1,803.0,3,0,0
Liège,HOUSE,189000.0,3.0,110.0,0,1,0,125.0,2,0,0
Liège,HOUSE,199000.0,4.0,127.0,0,0,1,270.0,3,0,0
Wetteren,HOUSE,229500.0,2.0,102.0,0,1,0,126.0,3,0,0
Geel,HOUSE,425000.0,3.0,198.0,0,0,0,516.0,4,0,0
Dour,HOUSE,200000.0,2.0,151.0,0,1,1,100.0,2,0,0
Bruxelles,MIXED_USE_BUILDING,450000.0,2.0,150.0,0,1,0,150.0,2,0,1
Dilbeek,HOUSE,339000.0,3.0,196.0,0,0,0,111.0,2,0,0
Dilbeek Groot-Bijgaarden,HOUSE,339000.0,3.0,196.0,0,0,0,111.0,2,0,0
Andenne Sclayn,HOUSE,199000.0,3.0,156.0,0,1,0,691.0,3,0,1
Antwerp,MIXED_USE_BUILDING,599000.0,4.0,482.0,0,1,0,270.0,2,0,1
Turnhout,MANSION,320000.0,4.0,190.0,0,1,0,117.0,2,0,1
Léglise,FARMHOUSE,220000.0,3.0,420.0,0,0,0,1561.0,4,0,1
Roux,HOUSE,165000.0,2.0,75.0,0,1,1,174.0,3,0,1
Fleurus,MIXED_USE_BUILDING,270000.0,1.0,95.0,0,1,1,380.0,2,0,0
Braine-l'Alleud,HOUSE,399000.0,5.0,160.0,0,1,1,425.0,3,0,0
Pont-a-Celles,HOUSE,180000.0,3.0,152.0,0,0,1,600.0,2,0,0
Maldegem,VILLA,440000.0,4.0,158.0,0,1,1,358.0,3,0,0
Grez-Doiceau,MIXED_USE_BUILDING,595000.0,0.0,220.0,0,0,0,473.0,4,0,0
Wavre,MIXED_USE_BUILDING,595000.0,0.0,220.0,0,0,0,473.0,4,0,0
Mons Havré,MANSION,630000.0,6.0,410.0,0,1,0,1489.0,4,0,0
Aalst,HOUSE,175000.0,2.0,110.0,0,0,0,37.0,2,0,1
Aalst Erembodegem,HOUSE,259000.0,3.0,110.0,0,0,0,207.0,3,0,1
Bever,HOUSE,95000.0,2.0,80.0,0,0,0,2000.0,4,0,1
Knokke-Heist,VILLA,985000.0,2.0,150.0,0,1,0,387.0,4,0,1
Kraainem,HOUSE,599000.0,5.0,165.0,0,1,1,353.0,3,0,1
Ternat,HOUSE,425000.0,3.0,180.0,0,1,0,740.0,4,0,0
Genk,HOUSE,279900.0,6.0,410.0,0,0,0,600.0,2,0,1
Liege,HOUSE,590000.0,8.0,396.0,0,1,1,310.0,4,0,0
Bilzen,HOUSE,225000.0,3.0,152.0,0,1,0,86.0,3,0,0
Waterloo,HOUSE,850000.0,4.0,261.0,0,1,1,890.0,4,0,0
Niel,HOUSE,389000.0,3.0,130.0,0,1,0,232.0,3,0,0
Bonheiden,HOUSE,950000.0,5.0,230.0,0,1,0,445.0,3,1,1
Schilde,VILLA,1024000.0,4.0,500.0,0,1,0,2175.0,4,0,0
Nijlen Kessel,HOUSE,485000.0,4.0,224.0,0,0,0,300.0,3,0,1
Grobbendonk,HOUSE,695000.0,3.0,306.0,0,1,0,2034.0,4,1,1
Schaerbeek,HOUSE,590000.0,5.0,256.0,0,1,0,65.0,2,0,0
Pelt,HOUSE,375000.0,4.0,175.0,0,1,0,885.0,4,0,0
Vezin,HOUSE,545000.0,8.0,305.0,0,1,0,1904.0,4,0,0
Waterloo,HOUSE,435000.0,2.0,150.0,0,1,0,456.0,2,0,0
Ravels Weelde,VILLA,575000.0,3.0,283.0,0,1,0,892.0,4,0,1
Kapellen,VILLA,895000.0,4.0,336.0,0,1,0,3075.0,4,0,0
Sprimont,HOUSE,349000.0,3.0,180.0,0,1,1,1674.0,4,0,0
Trooz,HOUSE,79000.0,2.0,70.0,0,1,1,292.0,4,0,1
Trooz,HOUSE,224000.0,3.0,150.0,0,0,1,185.0,3,0,0
Wijnegem,HOUSE,499000.0,5.0,162.0,0,1,0,1225.0,3,0,1
Herzele,HOUSE,285000.0,4.0,177.0,0,1,0,180.0,2,0,1
Flemalle,MIXED_USE_BUILDING,315000.0,3.0,341.0,0,1,1,312.0,3,0,1
Herselt,HOUSE,375000.0,3.0,250.0,0,1,0,362.0,3,0,0
Bruxelles,HOUSE,319000.0,4.0,120.0,0,0,0,53.0,2,0,1
Lier,HOUSE,295000.0,3.0,120.0,0,1,0,137.0,2,0,0
Aalst,HOUSE,305000.0,3.0,202.0,0,0,0,175.0,2,0,1
La Louviere,HOUSE,240000.0,2.0,131.0,0,1,1,180.0,2,0,0
Groot-Bijgaarden,HOUSE,410000.0,4.0,120.0,1,1,0,222.0,2,0,0
Herstal,HOUSE,399000.0,4.0,231.0,1,1,1,614.0,4,0,0
Péronnes-lez-Binche,HOUSE,185000.0,4.0,120.0,0,0,0,290.0,3,0,0
Willebroek,HOUSE,329000.0,3.0,90.0,0,0,1,322.0,3,0,0
Willebroek,HOUSE,299000.0,3.0,130.0,0,0,1,196.0,2,0,0
Dendermonde,HOUSE,535000.0,3.0,215.0,0,0,1,145.0,2,0,0
Oud-Turnhout,VILLA,648000.0,4.0,300.0,1,1,1,2711.0,4,0,0
Sint-Truiden,MIXED_USE_BUILDING,185000.0,3.0,120.0,0,0,1,118.0,2,0,1
