Location,Property subtype,Price,Number of bedrooms,Living area,Open fireplace,Terrace,Garden,Surface area land,Number of facades,Pool,Condition
Maldegem,HOUSE,399000.0,2.0,155.0,0,1,0,719.0,4,0,1
Bouillon,HOUSE,255500.0,3.0,165.0,0,0,1,856.0,4,0,1
Tournai,HOUSE,289000.0,3.0,150.0,0,1,0,160.0,2,0,0
LEVAL,HOUSE,140000.0,4.0,155.0,0,1,0,350.0,2,0,1
Olne,HOUSE,135000.0,2.0,117.0,0,1,1,890.0,4,0,0
Alsemberg,HOUSE,525000.0,3.0,170.0,1,1,1,509.0,4,0,0
Lobbes,HOUSE,327400.0,3.0,165.0,0,0,1,1255.0,4,0,1
Ninove,HOUSE,249000.0,2.0,158.0,0,1,1,717.0,3,0,1
Beauraing,HOUSE,329000.0,3.0,199.0,0,0,1,940.0,4,0,1
Couillet,HOUSE,248000.0,3.0,131.0,0,1,1,630.0,3,0,1
Willebroek,HOUSE,290000.0,3.0,152.0,0,1,0,100.0,2,0,0
Waregem,HOUSE,279000.0,3.0,245.0,0,0,0,514.0,4,0,1
Vencimont,HOUSE,322000.0,3.0,237.0,0,0,1,764.0,4,0,1
Dottignies,HOUSE,235000.0,3.0,154.0,0,0,0,56.0,3,0,0
Braine-le-Comte,HOUSE,215000.0,3.0,100.0,0,0,1,222.0,2,0,1
Naast,HOUSE,285000.0,4.0,120.0,0,1,1,705.0,2,0,0
La Reid,HOUSE,310000.0,3.0,110.0,0,0,1,4105.0,4,0,1
Waregem,HOUSE,165000.0,3.0,130.0,0,0,0,194.0,2,0,1
Overijse,HOUSE,490000.0,3.0,165.0,0,1,1,210.0,3,0,0
Rixensart,HOUSE,475000.0,3.0,140.0,0,1,1,544.0,3,0,0
Uccle,VILLA,1290000.0,8.0,750.0,0,1,1,2500.0,4,0,1
Hemiksem,HOUSE,399000.0,4.0,225.0,0,1,1,351.0,2,0,0
Uccle,VILLA,1250000.0,5.0,220.0,0,1,1,1240.0,4,0,0
Namur,HOUSE,135000.0,2.0,150.0,0,0,0,150.0,4,0,1
Boortmeerbeek,HOUSE,625000.0,3.0,172.0,0,1,1,880.0,4,0,0
Chimay,HOUSE,175000.0,3.0,150.0,0,1,1,450.0,2,0,1
Staden,HOUSE,259000.0,3.0,162.0,0,0,0,245.0,3,0,1
Lichtervelde,HOUSE,247000.0,5.0,190.0,0,1,0,529.0,4,0,1
Rijkevorsel,VILLA,685000.0,3.0,604.0,0,0,0,1100.0,4,0,0
Brugge,HOUSE,369000.0,3.0,175.0,0,1,0,70.0,3,0,0
Ciney,HOUSE,245000.0,3.0,93.0,0,1,1,680.0,4,0,0
Petit-Roeulx-lez-Nivelles,HOUSE,253000.0,3.0,100.0,1,0,0,1118.0,4,0,1
Evergem,HOUSE,390000.0,4.0,248.0,0,0,1,530.0,3,0,0
Jette,HOUSE,315000.0,2.0,120.0,0,1,0,115.0,2,0,0
Zoutleeuw,VILLA,1125000.0,8.0,468.0,0,1,1,4002.0,4,0,0
Leuze,HOUSE,325000.0,3.0,140.0,0,1,0,741.0,4,0,0
Halle,HOUSE,145000.0,2.0,106.0,0,0,0,39.0,2,0,1
Beernem,HOUSE,369000.0,4.0,140.0,0,0,1,453.0,3,0,1
Bissegem,HOUSE,189000.0,4.0,300.0,0,0,1,731.0,2,0,1
Lanklaar,HOUSE,335000.0,4.0,276.0,0,1,1,1400.0,3,0,0
Neeroeteren,HOUSE,435000.0,3.0,189.0,0,0,1,571.0,3,0,1
Tielt,HOUSE,219000.0,2.0,134.0,0,1,1,117.0,2,0,0
Ertvelde,HOUSE,280000.0,3.0,130.0,0,0,1,300.0,3,0,0
Heusden-Zolder,HOUSE,235000.0,2.0,146.0,0,1,1,1169.0,4,0,1
Wielsbeke,HOUSE,289000.0,3.0,180.0,0,0,1,237.0,3,0,0
Dadizele,HOUSE,160000.0,4.0,152.0,0,0,0,360.0,2,0,1
Antwerpen Merksem,HOUSE,374000.0,3.0,166.0,0,1,1,180.0,2,0,1
Sint Antonius (Zoersel),HOUSE,699000.0,3.0,270.0,0,1,0,966.0,4,0,1
Zele,HOUSE,278000.0,4.0,256.0,0,1,1,1280.0,3,0,1
Heist-op-den-Berg Itegem,HOUSE,485000.0,2.0,233.0,0,1,0,901.0,4,0,0
Ternat,HOUSE,310000.0,3.0,170.0,0,1,1,261.0,2,0,1
Asse,HOUSE,389000.0,3.0,220.0,0,1,1,1108.0,4,0,1
Villers-le-Bouillet,VILLA,480000.0,4.0,288.0,0,1,1,1100.0,4,0,0
Heule,HOUSE,280000.0,3.0,138.0,0,1,1,257.0,2,0,0
Saint-Gilles,MIXED_USE_BUILDING,799000.0,5.0,405.0,0,1,1,167.0,2,0,1
Buggenhout,HOUSE,298000.0,3.0,148.0,0,1,0,126.0,2,0,0
Bievre,HOUSE,49999.0,5.0,180.0,0,0,0,72.0,3,0,1
Berlare,HOUSE,285000.0,2.0,125.0,0,0,1,1345.0,3,0,0
Gullegem,HOUSE,285000.0,4.0,151.0,0,1,0,369.0,3,0,0
Geluwe,HOUSE,349000.0,3.0,333.0,0,0,1,786.0,3,0,0
Gent,HOUSE,441870.0,3.0,185.0,0,0,0,495.0,3,0,1
Maasmechelen,HOUSE,415000.0,4.0,280.0,0,0,0,475.0,3,0,1
Zedelgem,HOUSE,449000.0,5.0,290.0,0,1,1,1539.0,4,0,0
Arendonk,HOUSE,275000.0,3.0,171.0,0,1,0,1045.0,3,0,0
Sint Gillis Dendermonde,HOUSE,225000.0,2.0,120.0,0,1,0,380.0,2,0,0
Nazareth,HOUSE,379000.0,2.0,150.0,0,0,1,317.0,3,0,0
Balen,HOUSE,385000.0,3.0,150.0,0,1,0,620.0,3,0,0
Herseaux,HOUSE,199000.0,3.0,133.0,0,1,1,271.0,3,0,0
Tongeren,HOUSE,155000.0,3.0,127.0,0,1,0,101.0,2,0,1
Hasselt,HOUSE,270000.0,4.0,215.0,0,1,1,325.0,4,0,1
Denderleeuw,HOUSE,160000.0,3.0,106.0,0,1,0,100.0,2,0,1
Herzele Steenhuize-Wijnhuize,HOUSE,225000.0,5.0,270.0,0,1,0,380.0,2,0,1
Geer,VILLA,215000.0,5.0,272.0,0,1,0,735.0,3,0,1
Villers-le-Bouillet,HOUSE,229000.0,3.0,155.0,0,1,1,1144.0,4,0,0
Oupeye,VILLA,550000.0,4.0,200.0,0,1,1,2763.0,4,0,0
Feneur,VILLA,475000.0,5.0,175.0,0,1,1,1000.0,4,0,0
Woluwe-Saint-Lambert,HOUSE,595000.0,4.0,145.0,0,1,1,290.0,3,0,0
Schaerbeek,HOUSE,515000.0,6.0,255.0,0,1,1,170.0,2,0,0
Brugge Assebroek,HOUSE,319000.0,3.0,153.0,0,1,0,311.0,3,0,0
Aarschot,HOUSE,315000.0,2.0,92.0,0,1,0,40.0,2,0,0
Marchienne-au-Pont,HOUSE,89999.0,2.0,125.0,0,1,0,202.0,3,0,0
Gilly,HOUSE,129999.0,3.0,139.0,0,1,0,120.0,2,0,0
Bièvre Graide,HOUSE,320000.0,2.0,128.0,0,1,1,2545.0,4,0,0
Charleroi Jumet,HOUSE,165000.0,2.0,130.0,0,1,0,340.0,2,0,0
Oupeye,HOUSE,219000.0,3.0,111.0,0,1,1,652.0,4,0,0
Trooz,HOUSE,149000.0,3.0,130.0,0,1,1,223.0,3,0,1
Braine-l'Alleud,VILLA,1690000.0,5.0,580.0,0,1,1,3336.0,4,1,0
Beerse,HOUSE,549000.0,5.0,300.0,0,1,0,697.0,4,0,1
Dottignies,VILLA,470000.0,5.0,212.0,0,1,1,1396.0,4,0,0
Lubbeek Pellenberg,HOUSE,445000.0,3.0,163.0,0,1,0,210.0,2,0,0
Ans,HOUSE,229000.0,3.0,109.0,0,0,1,483.0,2,0,0
Sint-Truiden Zepperen,HOUSE,385000.0,4.0,246.0,0,1,0,2978.0,4,0,0
Beveren,HOUSE,275000.0,2.0,117.0,0,1,1,250.0,2,0,0
Rijkevorsel,HOUSE,575000.0,3.0,304.0,0,0,0,2112.0,4,0,1
Knokke-Heist,HOUSE,795000.0,3.0,170.0,0,1,0,276.0,2,0,0
Villers-la-Ville,VILLA,395000.0,4.0,130.0,0,0,0,665.0,4,0,1
Vielsalm,HOUSE,299000.0,5.0,191.0,0,1,0,1607.0,4,0,1
Auderghem,VILLA,1650000.0,6.0,405.0,0,1,0,1143.0,4,0,1
Sambreville,HOUSE,185000.0,2.0,110.0,0,1,0,155.0,2,0,0
Brunehaut Bléharies,VILLA,585000.0,6.0,364.0,0,1,0,2515.0,4,1,0
Peruwelz,VILLA,550000.0,5.0,298.0,0,1,1,4260.0,4,0,0
Mouscron,VILLA,690000.0,3.0,197.0,0,1,1,954.0,4,1,0
Rhode-Saint-Genèse,HOUSE,650000.0,5.0,305.0,0,1,0,434.0,2,0,0
Ham-sur-Heure-Nalinnes,HOUSE,119000.0,4.0,180.0,0,0,1,401.0,3,0,1
La Louviere,HOUSE,210000.0,5.0,220.0,0,1,0,176.0,3,0,1
Merelbeke,HOUSE,459000.0,3.0,164.0,0,1,1,426.0,3,0,0
Oudenaarde,HOUSE,297500.0,2.0,88.0,0,1,1,315.0,2,0,0
Merelbeke,HOUSE,419000.0,3.0,188.0,0,1,1,430.0,2,0,0
Nivelles,HOUSE,370000.0,3.0,165.0,0,1,1,450.0,4,0,1
Turnhout,HOUSE,365000.0,3.0,174.0,0,1,0,282.0,2,0,1
Ekeren,HOUSE,350000.0,2.0,144.0,0,1,1,174.0,2,0,0
Kortrijk,HOUSE,445000.0,6.0,350.0,0,1,0,344.0,2,0,0
Sleidinge,HOUSE,379000.0,5.0,245.0,0,0,1,775.0,3,0,0
Hasselt,HOUSE,349000.0,3.0,150.0,0,0,1,117.0,2,0,0
Rillaar (Aarschot),HOUSE,410000.0,3.0,225.0,0,0,0,900.0,4,0,0
Wijnegem,HOUSE,485000.0,3.0,222.0,0,1,1,250.0,2,0,1
Borgerhout,MANSION,499000.0,5.0,187.0,0,0,1,185.0,2,0,0
Genk,HOUSE,229000.0,5.0,210.0,0,0,1,592.0,4,0,1
Lier,HOUSE,469000.0,2.0,160.0,0,0,0,147.0,2,0,1
Blankenberge,HOUSE,325000.0,3.0,134.0,0,1,0,110.0,2,0,0
Blankenberge,HOUSE,320000.0,3.0,158.0,0,1,1,145.0,2,0,0
Moorslede,HOUSE,289000.0,3.0,138.0,0,0,1,219.0,2,0,0
EERNEGEM,HOUSE,229000.0,3.0,147.0,0,0,0,413.0,3,0,0
Daussois,HOUSE,140000.0,1.0,78.0,0,0,0,379.0,4,0,0
Sint-Andries,HOUSE,275000.0,3.0,124.0,0,0,0,291.0,2,0,0
Antwerpen,HOUSE,285000.0,2.0,120.0,0,0,1,225.0,2,0,0
Tienen,HOUSE,275000.0,3.0,120.0,0,1,1,136.0,2,0,0
Hamme,HOUSE,279000.0,3.0,127.0,0,1,0,100.0,2,0,0
Montigny-le-Tilleul,VILLA,300000.0,4.0,174.0,0,0,1,847.0,4,0,0
Antwerp,HOUSE,395000.0,3.0,170.0,0,0,1,110.0,2,0,1
Rendeux,HOUSE,545000.0,5.0,290.0,0,1,1,4556.0,4,0,0
Châtelet,VILLA,525000.0,4.0,380.0,1,1,1,911.0,4,0,0
SAINT-SAUVEUR,HOUSE,140000.0,3.0,129.0,0,0,1,836.0,3,0,1
ERE,HOUSE,95000.0,2.0,90.0,0,0,0,90.0,3,0,0
Tournai,HOUSE,110000.0,1.0,100.0,0,1,0,56.0,2,0,1
Fauvillers,HOUSE,489000.0,5.0,249.0,0,0,1,1460.0,4,0,0
FLÉMALLE-GRANDE,HOUSE,375000.0,4.0,210.0,0,1,1,1717.0,4,0,0
Maarkedal,HOUSE,279000.0,1.0,197.0,0,0,0,1030.0,3,0,1
Schorisse,HOUSE,279000.0,1.0,197.0,0,0,0,1030.0,3,0,1
Herstal,HOUSE,179000.0,4.0,126.0,0,1,1,195.0,2,0,0
Herstal,HOUSE,159000.0,3.0,125.0,0,1,1,274.0,3,0,1
Keerbergen,HOUSE,585000.0,3.0,210.0,0,1,0,2792.0,4,0,1
Hamme,HOUSE,247000.0,4.0,160.0,0,0,0,203.0,2,0,0
Gent,HOUSE,299000.0,2.0,120.0,0,1,0,43.0,2,0,1
La Louvière ,HOUSE,195000.0,3.0,110.0,0,1,1,338.0,2,0,0
SEILLES,HOUSE,280000.0,3.0,187.0,0,1,1,1063.0,3,0,0
Zaventem,HOUSE,385000.0,3.0,151.0,1,1,1,130.0,2,0,0
OPLINTER,HOUSE,209000.0,2.0,185.0,0,1,0,185.0,2,0,0
STRÉPY-BRACQUEGNIES,HOUSE,250000.0,4.0,195.0,0,1,0,501.0,4,0,0
Grace-Hollogne,HOUSE,255000.0,4.0,250.0,0,0,0,747.0,3,0,0
Seraing,HOUSE,80000.0,3.0,100.0,0,0,1,110.0,2,0,1
Oostende,VILLA,519000.0,3.0,280.0,0,0,0,900.0,4,0,0
SINT-KRUIS-WINKEL,HOUSE,390000.0,4.0,248.0,0,0,1,530.0,3,0,0
Courcelles,HOUSE,209000.0,4.0,121.0,0,0,0,426.0,2,0,0
AUVELAIS,HOUSE,235000.0,4.0,170.0,0,1,0,337.0,3,0,1
St-Gilles,MANSION,1420000.0,5.0,350.0,1,1,1,184.0,2,0,0
Bouffioulx,HOUSE,155000.0,2.0,70.0,1,0,0,70.0,2,0,0
WARISOULX,HOUSE,395000.0,4.0,215.0,0,1,1,1858.0,4,0,1
Tournai,HOUSE,170000.0,2.0,100.0,0,0,0,170.0,2,0,1
Zelzate,HOUSE,298000.0,4.0,179.0,0,0,1,208.0,2,0,0
OPHASSELT,HOUSE,359000.0,6.0,396.0,0,0,0,689.0,4,0,1
OPHASSELT,HOUSE,359000.0,6.0,396.0,0,0,0,689.0,4,0,1
OPHASSELT,VILLA,359000.0,6.0,396.0,0,0,0,689.0,4,0,1
OPHASSELT,MIXED_USE_BUILDING,359000.0,6.0,396.0,0,0,0,689.0,4,0,1
Visé,HOUSE,160000.0,3.0,150.0,0,0,1,415.0,3,0,1
Mettet,HOUSE,315500.0,3.0,180.0,0,0,1,828.0,4,0,1
Lichtervelde,HOUSE,950000.0,4.0,390.0,0,1,0,4161.0,4,0,0
Beerse,VILLA,550000.0,6.0,410.0,1,1,1,588.0,4,0,0
Hamme,HOUSE,335000.0,3.0,95.0,0,1,0,525.0,3,0,0
Villers-la-Ville,HOUSE,360000.0,4.0,170.0,0,1,1,800.0,3,0,0
Desselgem,HOUSE,692100.0,4.0,228.0,0,0,0,2302.0,4,0,1
Waregem,HOUSE,225000.0,3.0,104.0,0,1,0,427.0,3,0,1
Dilsen-Stokkem,HOUSE,329000.0,3.0,258.0,0,0,0,650.0,3,1,0
Rebecq,HOUSE,269000.0,4.0,140.0,0,1,1,210.0,3,0,0
Knokke-Heist,VILLA,6650000.0,5.0,294.0,0,1,1,1023.0,4,0,0
Boechout,MANSION,1450000.0,5.0,590.0,0,1,0,1750.0,4,0,0
Kruibeke Bazel,HOUSE,349000.0,4.0,442.0,0,1,1,275.0,3,0,1
Essen,HOUSE,150000.0,3.0,150.0,0,1,0,1293.0,4,0,0
Evere,HOUSE,565000.0,3.0,201.0,0,1,1,192.0,2,0,0
Torhout,HOUSE,427700.0,3.0,164.0,0,0,0,626.0,3,0,1
Peruwelz,HOUSE,125000.0,5.0,360.0,0,0,0,194.0,2,0,1
Liège,HOUSE,245000.0,3.0,143.0,1,1,1,697.0,3,0,1
Quaregnon,HOUSE,133400.0,5.0,215.0,0,0,0,629.0,4,0,1
Aalst,HOUSE,310000.0,4.0,175.0,0,1,1,1.0,2,0,1
Zoersel,HOUSE,420000.0,5.0,241.0,0,1,0,1120.0,4,0,1
Landenne,HOUSE,265000.0,3.0,120.0,0,1,0,654.0,3,0,1
Couthuin,HOUSE,229000.0,4.0,125.0,0,1,1,705.0,3,0,0
Courcelles Gouylez-Piéton,HOUSE,285000.0,4.0,165.0,0,1,1,367.0,3,0,0
Eben-Emael,HOUSE,90000.0,1.0,76.0,0,0,0,221.0,2,0,1
Kinrooi,HOUSE,549000.0,4.0,356.0,0,0,0,1618.0,4,0,1
Housse,HOUSE,329000.0,3.0,199.0,0,0,0,1084.0,4,0,1
Visé,HOUSE,255000.0,4.0,142.0,0,0,0,173.0,2,0,1
Houffalize,HOUSE,580000.0,4.0,193.0,0,1,0,1169.0,4,0,1
Perwez,HOUSE,370000.0,3.0,200.0,0,1,0,2372.0,4,0,1
Aiseau-Presles,VILLA,319000.0,3.0,105.0,0,0,1,610.0,4,0,1
ChÃtelet,VILLA,319000.0,3.0,105.0,0,0,1,610.0,4,0,1
Edegem,HOUSE,635000.0,7.0,343.0,0,0,0,370.0,3,0,0
Kapellen,HOUSE,325000.0,2.0,150.0,0,0,0,1210.0,3,0,1
Kapellen,HOUSE,314900.0,5.0,161.0,0,1,0,140.0,3,0,0
Borgerhout,HOUSE,325000.0,3.0,275.0,0,1,0,118.0,2,0,1
Beerse,HOUSE,278000.0,2.0,176.0,0,0,0,422.0,3,0,1
Beerse,HOUSE,348000.0,3.0,180.0,0,0,0,492.0,4,0,0
Deurne (Antwerpen),HOUSE,345000.0,2.0,122.0,0,0,1,150.0,2,0,0
Deurne (Antwerpen),HOUSE,162000.0,1.0,42.0,0,0,1,89.0,2,0,0
Borgerhout (Antwerpen),HOUSE,219900.0,3.0,92.0,0,0,0,37.0,2,0,1
Deurne (Antwerpen),HOUSE,425000.0,3.0,193.0,0,1,1,275.0,2,0,0
Deurne (Antwerpen),HOUSE,217500.0,2.0,109.0,0,0,1,93.0,2,0,0
Antwerpen,HOUSE,345000.0,4.0,249.0,0,0,0,70.0,2,0,1
Antwerpen,HOUSE,240000.0,2.0,136.0,0,0,0,53.0,2,0,1
Ekeren (Antwerpen),HOUSE,275000.0,4.0,148.0,0,1,0,163.0,2,0,0
Antwerpen,HOUSE,285000.0,4.0,176.0,0,0,0,64.0,2,0,0
Antwerpen,MANSION,274500.0,3.0,164.0,0,0,1,230.0,2,0,1
Kapellen,HOUSE,795000.0,4.0,575.0,0,0,0,2489.0,4,1,0
Deurne (Antwerpen),HOUSE,225000.0,2.0,140.0,0,1,0,51.0,2,0,1
Essen,HOUSE,355000.0,4.0,136.0,0,1,0,725.0,3,0,1
Essen,HOUSE,415000.0,5.0,283.0,0,1,0,625.0,3,0,0
Ranst,HOUSE,499000.0,3.0,313.0,0,0,0,624.0,4,0,0
Wuustwezel,HOUSE,325000.0,2.0,154.0,0,0,0,235.0,3,0,1
Deurne (Antwerpen),HOUSE,249000.0,5.0,169.0,0,0,1,200.0,2,0,1
Antwerpen,HOUSE,390000.0,5.0,242.0,0,0,0,275.0,3,0,0
Turnhout,HOUSE,349000.0,3.0,140.0,0,0,0,1824.0,2,1,1
Zwevezele,HOUSE,365000.0,4.0,172.0,0,1,1,923.0,4,0,0
Heule,HOUSE,235000.0,3.0,135.0,0,0,1,345.0,2,0,1
Herentals,HOUSE,299000.0,3.0,123.0,0,1,1,820.0,3,0,1
Wevelgem,HOUSE,285000.0,2.0,180.0,0,0,1,475.0,4,0,1
Oostrozebeke,VILLA,285000.0,4.0,200.0,0,0,0,540.0,4,0,1
Wevelgem,HOUSE,385000.0,3.0,250.0,0,0,1,280.0,2,0,0
Deerlijk,HOUSE,215000.0,2.0,122.0,0,0,0,575.0,4,0,1
Olmen,HOUSE,279000.0,3.0,199.0,0,0,0,455.0,2,0,0
Hoegaarden,HOUSE,294000.0,3.0,157.0,0,1,1,917.0,3,0,1
Lier,HOUSE,399000.0,3.0,157.0,0,0,1,132.0,2,0,0
Berchem,HOUSE,299000.0,2.0,108.0,0,0,1,113.0,2,0,0
Berchem,HOUSE,369000.0,2.0,125.0,0,0,1,106.0,2,0,0
Uccle,HOUSE,1380000.0,5.0,333.0,0,1,0,610.0,3,0,1
Mechelen,HOUSE,249000.0,3.0,165.0,0,1,1,143.0,2,0,1
Grimbergen,HOUSE,598000.0,4.0,165.0,0,1,1,557.0,4,0,0
Wemmel,HOUSE,379000.0,3.0,145.0,0,1,1,145.0,2,0,1
Aalst,HOUSE,218000.0,3.0,154.0,0,0,0,100.0,2,0,0
Lochristi,HOUSE,399000.0,4.0,260.0,0,1,1,316.0,3,0,0
Gent,HOUSE,474000.0,3.0,160.0,0,0,0,110.0,2,0,1
Hampteau,HOUSE,159000.0,3.0,110.0,0,0,1,99.0,3,0,0
Oostkamp,HOUSE,310000.0,3.0,164.0,0,0,0,137.0,2,0,1
Harmignies,HOUSE,175000.0,3.0,176.0,0,0,0,590.0,3,0,1
Gedinne,MIXED_USE_BUILDING,200000.0,3.0,200.0,0,0,0,140.0,2,0,0
Bruxelles,MANSION,1600000.0,0.0,300.0,0,0,0,84.0,2,0,1
Brugge,HOUSE,395000.0,3.0,132.0,0,1,1,184.0,2,0,0
Mortsel,HOUSE,395000.0,5.0,170.0,0,0,1,450.0,3,0,1
SCLAYN,VILLA,470000.0,5.0,190.0,1,1,1,2236.0,4,0,0
Heverlee,HOUSE,595000.0,5.0,194.0,0,1,1,104.0,2,0,0
Beersel,HOUSE,448000.0,4.0,193.0,0,0,1,209.0,3,0,0
Temse,MANSION,725000.0,4.0,739.0,1,1,1,739.0,2,0,0
Aalst,HOUSE,260000.0,2.0,115.0,0,1,1,215.0,2,0,1
Wanze,HOUSE,199000.0,2.0,137.0,0,1,1,612.0,2,0,0
Auvelais,VILLA,335000.0,3.0,220.0,0,0,0,1084.0,4,0,0
Putte,HOUSE,295000.0,3.0,216.0,0,1,1,320.0,3,0,0
AWENNE,HOUSE,350000.0,3.0,131.0,1,1,0,2570.0,4,0,0
Oud-Turnhout,MANSION,525000.0,3.0,250.0,0,0,1,300.0,3,0,0
Antwerp,HOUSE,265000.0,2.0,110.0,0,0,0,40.0,2,0,1
BONNERUE,HOUSE,139000.0,2.0,96.0,0,0,0,1048.0,4,0,1
MALÈVES-SAINTE-MARIE-WASTINNES,HOUSE,265000.0,3.0,110.0,0,0,0,750.0,4,0,1
HAM-SUR-SAMBRE,HOUSE,175000.0,4.0,170.0,0,0,0,480.0,3,0,0
Messancy,VILLA,570000.0,4.0,236.0,1,0,0,1312.0,4,0,0
Ieper,VILLA,594750.0,4.0,419.0,0,0,0,969.0,4,0,1
Liège,HOUSE,110000.0,3.0,122.0,0,0,0,83.0,2,0,1
Izegem,HOUSE,155000.0,2.0,114.0,0,0,0,89.0,2,0,1
Waremme,HOUSE,210000.0,2.0,100.0,0,1,0,193.0,2,0,1
Chapelle-lez-Herlaimont,HOUSE,235000.0,3.0,132.0,0,1,0,270.0,3,0,1
Gent,HOUSE,337000.0,3.0,123.0,0,1,0,67.0,2,0,0
Brugge,HOUSE,249900.0,3.0,101.0,0,0,1,235.0,2,0,1
Lessines,HOUSE,40000.0,2.0,50.0,0,0,0,160.0,2,0,1
Ramsel,HOUSE,266000.0,2.0,200.0,0,0,1,350.0,3,0,0
Libramont-Chevigny,HOUSE,398000.0,4.0,150.0,0,0,0,1216.0,4,0,0
Brecht,HOUSE,419000.0,3.0,354.0,0,1,1,444.0,3,0,0
Dilbeek,VILLA,849000.0,4.0,329.0,1,1,1,789.0,4,0,0
Oosterzele,HOUSE,379000.0,3.0,215.0,0,0,1,1042.0,3,0,1
Soye (Nam.),VILLA,440000.0,3.0,170.0,0,1,0,2438.0,4,0,1
Zwevegem,HOUSE,200000.0,2.0,130.0,0,1,1,487.0,3,0,0
Hemiksem,HOUSE,299950.0,3.0,120.0,0,0,1,157.0,2,0,0
Kapellen,HOUSE,349000.0,3.0,109.0,0,1,1,132.0,3,0,0
Grivegnée,HOUSE,199000.0,2.0,129.0,0,1,1,353.0,2,0,0
Dilbeek,VILLA,750000.0,5.0,250.0,1,1,1,2500.0,4,0,1
Brugge,HOUSE,215000.0,2.0,136.0,0,1,0,128.0,2,0,1
Leeuw-Saint-Pierre,HOUSE,650000.0,5.0,289.0,1,1,1,730.0,4,0,0
Sint-Pieters-Leeuw,HOUSE,385000.0,2.0,180.0,1,1,1,225.0,3,0,0
Tervuren,VILLA,785000.0,5.0,230.0,0,1,0,515.0,4,0,0
Itegem,HOUSE,379000.0,3.0,153.0,0,1,0,150.0,3,0,0
Huy,HOUSE,189500.0,2.0,80.0,0,1,0,992.0,3,0,0
Gesves,HOUSE,529000.0,4.0,280.0,0,1,1,1500.0,4,0,0
Anhee,HOUSE,271500.0,3.0,160.0,0,0,1,713.0,4,0,1
Ardooie,HOUSE,289000.0,4.0,200.0,0,1,0,375.0,3,0,0
Thieu,VILLA,500000.0,4.0,195.0,0,1,1,1087.0,4,0,1
Bierghes,HOUSE,380000.0,3.0,175.0,0,1,0,1145.0,4,0,0
Wingene,HOUSE,265000.0,2.0,162.0,0,1,1,588.0,3,0,0
Kortemark,HOUSE,379000.0,4.0,189.0,0,0,0,610.0,4,0,1
Mariakerke,HOUSE,549000.0,3.0,174.0,1,0,1,840.0,4,0,1
Harre,HOUSE,120000.0,3.0,168.0,0,0,1,524.0,4,0,1
Kapelle-op-den-Bos,HOUSE,295000.0,3.0,96.0,0,1,1,193.0,3,0,0
Antwerpen,HOUSE,199000.0,2.0,105.0,0,0,0,35.0,2,0,1
Brussels City,MIXED_USE_BUILDING,425000.0,2.0,220.0,0,0,0,80.0,2,0,1
Brussels City,MIXED_USE_BUILDING,425000.0,2.0,220.0,0,0,0,80.0,2,0,1
Orp-le-grand,HOUSE,265000.0,3.0,115.0,0,1,1,182.0,2,0,0
Wenduine,HOUSE,269000.0,3.0,140.0,0,1,0,287.0,3,0,1
Fexhe-le-Haut-Clocher,HOUSE,184500.0,3.0,92.0,0,1,0,162.0,2,0,0
Mettet,HOUSE,350000.0,4.0,235.0,1,1,0,2283.0,4,0,0
Longchamps,HOUSE,225000.0,3.0,160.0,0,0,1,790.0,3,0,0
Namêche,HOUSE,219500.0,2.0,180.0,0,1,0,277.0,2,0,0
Vilvorde,HOUSE,460000.0,4.0,246.0,0,1,1,773.0,2,0,0
St-Gillis-Waas,HOUSE,175000.0,2.0,86.0,0,0,0,165.0,2,0,0
La Louvière Maurage,VILLA,265000.0,3.0,152.0,0,1,0,1197.0,4,0,0
Beveren,HOUSE,349000.0,2.0,221.0,0,1,1,402.0,2,0,0
Gent,HOUSE,370000.0,6.0,155.0,0,0,0,88.0,2,0,0
Herent,HOUSE,325000.0,3.0,126.0,0,0,0,217.0,3,0,0
Ronse,HOUSE,220000.0,3.0,160.0,0,0,0,1470.0,3,0,1
Namur Daussoulx,HOUSE,185000.0,2.0,125.0,0,0,0,1700.0,3,0,1
Antwerp,HOUSE,2980000.0,4.0,631.0,0,0,0,378.0,2,0,0
Sint-Jans-Molenbeek,HOUSE,550000.0,9.0,293.0,0,1,0,119.0,2,0,0
Denderleeuw,HOUSE,295000.0,3.0,200.0,0,1,1,652.0,2,0,1
Antwerpen Hoboken,HOUSE,430000.0,4.0,205.0,0,1,1,269.0,3,0,0
Nassogne,HOUSE,459000.0,3.0,281.0,0,1,1,3840.0,4,0,0
Herent,HOUSE,420000.0,5.0,154.0,0,1,1,563.0,3,0,0
Houyet Wanlin,HOUSE,285000.0,3.0,175.0,0,1,0,650.0,4,0,0
Stekene,HOUSE,348000.0,3.0,127.0,0,0,0,682.0,4,0,0
Flémalle Chokier,HOUSE,549000.0,5.0,400.0,0,1,0,1284.0,4,0,0
Knokke-Heist,VILLA,1795000.0,4.0,409.0,0,1,1,359.0,3,0,0
Schaerbeek,HOUSE,635000.0,5.0,223.0,0,1,0,142.0,2,0,0
Ans,HOUSE,128500.0,2.0,100.0,0,1,1,192.0,2,0,1
Nijlen,HOUSE,292000.0,3.0,164.0,0,0,0,552.0,3,0,1
Sint-Truiden,HOUSE,449000.0,5.0,254.0,0,0,0,1092.0,4,0,0
